"","col1","col2","col3","col4","col5","col6","col7","col8","col9","col10","col11","col12","col13"
"11457","18","1.0","-2.1","-5.3","0.2","9.1","8.4","12.4","11.2","7.2","0.1","-1.5","-9.0"
"11458","19","0.3","2.0","-5.4","1.1","7.5","11.9","16.2","9.8","6.3","-1.2","-6.2","-3.5"
"11459","20","-4.3","-1.6","-4.7","0.7","5.6","14.0","16.0","7.0","7.9","-4.8","-4.0","-3.1"
"11460","21","-2.3","-2.3","-5.6","2.1","6.7","13.5","19.5","6.1","5.6","-6.6","-1.1","-5.8"
"11461","22","-5.3","-2.4","-5.5","1.9","5.9","13.2","17.6","7.6","3.7","-2.0","-2.5","-6.3"
"11462","23","-7.2","-3.3","1.8","2.5","6.4","13.9","17.5","6.8","2.4","-1.1","-7.8","-4.0"
"11463","24","1.9","-3.5","2.5","2.8","4.2","11.3","15.0","6.2","1.7","1.8","-2.4","-3.5"
"11464","25","2.6","-6.3","4.5","1.7","2.4","10.7","11.6","6.9","3.7","3.0","-2.4","-1.4"
"11465","26","0.0","-7.6","-1.2","0.2","4.2","11.3","11.3","6.2","4.9","3.5","-1.4","-0.3"
"11466","27","-4.7","-5.7","2.2","0.7","4.5","9.9","11.2","9.0","2.0","6.0","-2.0","1.5"
"11467","28","-4.5","-8.9","5.2","2.7","4.6","11.3","10.4","9.7","1.7","4.8","-4.7","1.8"
"11468","29","-4.6","-","2.5","3.3","4.6","12.5","12.3","10.2","3.1","-0.9","-5.5","1.8"
"11469","30","-2.5","-","5.3","3.8","6.8","11.9","12.9","8.4","3.2","-1.8","-4.8","1.5"
"11470","31","0.1","-","2.9","-","10.4","-","13.6","9.6","-","2.0","-","-2.7"
"11471","Number of","31","28","31","30","31","30","31","31","30","31","30","31"
"11472","Minimum","-7.2","-12.1","-11.2","-2.6","1.1","6.3","8.7","6.1","0.9","-6.6","-8.5","-9.0"
"11473","Date","23","7","1","14","4","15","4","21","11","21","16","18"
"11474","Maximum","5.3","2.5","5.3","3.8","10.4","14.7","21.8","12.8","10.4","6.8","7.2","1.8"
"11475","Date","12","1","30","30","31","1","8","5","1","3","1","28"
"11476","Total","-","-","-","-","-","-","-","-","-","-","-","-"
"11477","Mean","-0.3","-3.4","-1.5","1.1","5.2","9.8","14.1","9.7","5.4","0.7","-2.6","-3.9"
"11478","Normal","-3.8","-3.7","-2.3","0.7","5.1","9.2","11.8","10.9","6.9","3.2","-0.6","-2.7"
"11479","Deviation","3.5","0.3","0.8","0.4","0.1","0.6","2.3","-1.2","-1.5","-2.5","-2.0","-1.2"
"11480","%","-","-","-","-","-","-","-","-","-","-","-","-"
"11481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11482","Date","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"11483","1","-8.2","-1.8","1.6","7.2","3.3","4.5","11.8","13.2","9.2","7.6","-3.4","-3.7"
"11484","2","-2.1","-0.3","0.1","7.3","1.2","4.8","13.0","12.4","9.8","4.5","-3.2","-0.5"
"11485","3","1.9","-2.2","-0.8","4.9","1.3","4.8","11.8","13.0","11.2","3.8","-2.3","2.5"
"11486","4","-3.0","-11.2","-0.2","2.7","1.3","7.3","9.4","11.5","9.9","2.4","-6.4","-2.1"
"11487","5","-2.0","-11.8","-3.0","3.2","2.0","8.9","9.0","10.2","10.4","5.2","-5.2","-0.9"
"11488","6","-0.4","-12.0","-2.1","3.5","2.1","8.4","10.4","9.5","11.1","5.8","1.5","0.3"
"11489","7","-4.6","-14.5","1.2","5.9","2.7","12.0","10.7","9.2","11.2","4.7","1.7","-0.6"
"11490","8","0.4","-10.6","4.2","-2.5","5.4","12.3","10.6","9.3","12.4","3.1","0.6","-1.1"
"11491","9","-4.6","-3.4","4.7","-3.8","5.3","11.8","9.9","11.0","12.6","2.7","1.7","-2.5"
"11492","10","-3.1","-5.9","3.9","-3.5","3.1","10.8","13.3","13.0","7.6","0.2","1.2","0.6"
"11493","11","-0.4","-7.7","2.6","-2.8","3.0","12.5","18.8","14.0","7.5","-0.7","0.3","-4.3"
"11494","12","0.4","-4.2","1.4","-3.2","4.2","10.1","17.4","14.6","8.0","2.4","-2.4","0.2"
"11495","13","1.6","-3.8","0.2","-1.8","8.1","10.4","16.1","15.1","8.3","4.1","-4.3","-4.0"
"11496","14","1.3","-0.5","0.4","0.7","10.2","13.8","17.2","13.4","7.5","7.4","-8.2","-5.3"
"11497","15","0.6","-1.8","-1.2","1.2","11.2","17.1","16.5","11.8","10.0","5.1","-9.8","1.4"
"11498","16","0.7","-1.2","-1.1","0.1","7.5","13.4","12.3","11.6","7.1","2.8","-7.8","-0.1"
"11499","17","2.7","0.7","-0.9","1.5","7.0","16.1","15.8","11.5","10.1","5.0","-5.3","-6.7"
"11500","18","0.5","1.8","-3.7","-0.4","7.2","21.8","12.9","11.4","9.1","3.2","0.0","-1.6"
"11501","19","0.4","-0.9","-3.1","1.3","9.5","20.1","11.5","10.7","7.9","1.6","1.3","-0.7"
"11502","20","-0.8","-3.1","-1.3","1.9","11.8","17.4","14.9","11.1","6.8","1.7","2.0","-2.3"
"11503","21","3.2","-1.1","-1.4","2.2","9.5","13.6","13.2","11.2","5.6","-0.4","3.0","0.2"
"11504","22","0.4","3.1","-0.6","1.5","7.0","9.8","12.7","12.3","4.0","0.3","1.2","4.1"
"11505","23","-4.7","-1.6","3.1","3.3","6.5","6.8","13.6","9.7","4.6","0.0","3.6","1.8"
"11506","24","-1.9","-0.2","3.2","2.5","6.3","6.0","13.8","10.1","8.4","0.5","-0.1","-0.7"
"11507","25","-2.1","4.1","2.0","3.5","7.4","7.6","14.3","10.3","5.6","2.0","-3.5","4.6"
"11508","26","-0.9","2.6","4.3","4.9","7.6","8.6","11.8","11.9","8.7","3.1","-2.2","0.6"
"11509","27","-5.8","5.0","0.4","4.9","8.0","12.5","14.0","12.9","8.3","1.3","1.9","-2.2"
"11510","28","-2.7","4.7","0.8","3.8","9.0","12.8","15.5","9.5","8.8","-0.3","0.9","-4.8"
"11511","29","-8.1","-","2.5","2.6","9.6","12.0","11.9","9.7","6.8","-0.5","-1.2","-6.1"
"11512","30","-4.1","-","4.2","2.2","8.0","12.4","13.4","11.2","7.0","-1.7","-2.1","-7.8"
"11513","31","-0.3","-","4.4","-","3.4","-","15.9","8.7","-","-2.6","-","-2.3"
"11514","Number of","31","28","31","30","31","30","31","31","30","31","30","31"
"11515","Minimum","-8.2","-14.5","-3.7","-3.8","1.2","4.5","9.0","8.7","4.0","-2.6","-9.8","-7.8"
"11516","Date","1","7","18","9","2","1","5","31","22","31","15","30"
"11517","Maximum","3.2","5.0","4.7","7.3","11.8","21.8","18.8","15.1","12.6","7.6","3.6","4.6"
"11518","Date","21","27","9","2","20","18","11","13","9","1","23","25"
"11519","Total","-","-","-","-","-","-","-","-","-","-","-","-"
"11520","Mean","-1.5","-2.8","0.8","1.8","6.1","11.3","13.3","11.5","8.5","2.4","-1.6","-1.4"
"11521","Normal","-3.8","-3.7","-2.3","0.7","5.1","9.2","11.8","10.9","6.9","3.2","-0.6","-2.7"
"11522","Deviation","2.3","0.9","3.1","1.1","1.0","2.1","1.5","0.6","1.6","-0.8","-1.0","1.3"
"11523","%","-","-","-","-","-","-","-","-","-","-","-","-"
"11524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11525","Date","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"11526","1","0.6","1.7","-3.1","-2.0","5.6","5.2","8.6","11.0","9.3","6.1","-2.6","-0.1"
"11527","2","4.9","4.0","-1.8","-1.4","5.8","5.3","8.8","10.6","7.7","7.9","-2.8","-4.3"
"11528","3","1.9","5.1","-2.0","-0.7","3.3","4.5","7.6","11.6","9.1","5.7","3.5","-1.8"
"11529","4","-1.8","3.4","3.4","-0.4","3.5","6.2","7.6","10.8","7.2","5.1","7.2","0.3"
"11530","5","-3.6","3.0","1.8","-1.7","4.5","7.7","7.3","9.1","6.5","6.3","7.2","0.9"
"11531","6","-5.5","-0.1","-0.7","-2.0","6.8","5.9","6.9","9.0","5.9","4.7","1.8","-0.8"
"11532","7","-8.7","-1.6","0.3","-1.6","5.6","6.7","6.7","8.3","4.0","6.2","0.4","-3.6"
"11533","8","-6.8","2.7","0.7","-3.3","6.3","7.7","7.4","9.6","5.1","0.8","7.3","-2.9"
"11534","9","-9.7","-1.4","1.0","-1.0","6.4","6.0","11.4","10.6","7.2","2.5","7.7","-3.7"
"11535","10","-8.9","-3.1","0.2","-1.1","5.5","4.5","9.1","12.9","10.9","6.0","0.4","-3.6"
"11536","11","-8.2","-5.1","-0.6","0.9","10.7","5.7","9.5","10.2","9.9","7.5","0.5","-0.9"
"11537","12","-5.5","-7.4","2.8","-0.4","5.8","6.3","9.3","10.4","8.9","3.8","5.4","-1.5"
"11538","13","-4.1","-9.2","3.5","-0.7","4.9","7.0","6.9","9.5","10.1","4.4","6.4","-3.5"
"11539","14","-9.3","-7.9","3.4","-1.3","4.8","6.1","6.1","11.1","10.4","4.9","5.1","-0.7"
"11540","15","0.4","-4.3","1.2","-1.7","5.4","6.1","5.5","10.2","10.3","5.4","3.5","-4.0"
"11541","16","-3.8","-2.0","-3.2","-0.6","5.7","7.3","7.2","9.9","8.1","7.9","1.2","-5.4"
"11542","17","-3.9","-0.9","-1.3","2.4","7.2","7.9","6.3","9.0","7.0","2.7","-1.0","-5.7"
"11543","18","-11.1","-3.3","1.1","3.1","6.5","7.4","6.8","8.2","9.5","-2.0","-5.1","-4.6"
"11544","19","-8.9","0.8","-1.8","5.1","7.6","11.0","7.7","8.6","7.0","2.0","-2.7","-5.3"
"11545","20","-9.3","2.8","2.8","4.5","7.0","11.1","7.9","8.2","9.0","2.3","-1.5","1.1"
"11546","21","-1.1","3.9","4.3","5.0","7.7","8.0","9.7","7.5","8.0","8.6","-6.5","-1.1"
"11547","22","0.6","4.4","3.9","6.0","5.2","5.9","12.8","7.5","7.0","6.8","-6.2","-0.3"
"11548","23","-1.9","5.4","2.4","4.8","3.9","8.7","13.3","6.9","4.7","6.2","-2.9","-3.3"
"11549","24","1.1","-0.2","0.3","5.3","3.6","8.2","16.4","8.8","2.4","1.1","4.2","-0.8"
"11550","25","-2.7","1.3","0.3","4.9","4.9","6.0","18.6","8.8","4.0","7.0","4.4","-5.0"
"11551","26","-6.5","4.0","-2.3","3.7","4.4","4.5","12.1","9.0","5.3","2.6","2.9","-5.1"
"11552","27","-0.5","-1.9","-1.6","3.6","4.1","5.9","12.8","8.5","8.8","-1.7","2.3","-2.6"
"11553","28","0.2","-0.9","-1.2","4.9","-1.4","7.8","11.9","9.1","7.5","-3.2","-1.3","-4.3"
"11554","29","2.5","-","-1.5","5.4","3.2","8.1","15.1","9.4","4.4","-4.0","-0.4","-8.9"
"11555","30","0.3","-","-1.3","5.0","4.4","10.3","15.2","8.1","4.5","-4.5","-4.7","-4.9"
"11556","31","0.8","-","-1.4","-","5.4","-","12.5","9.7","-","-6.5","-","-5.1"
"11557","Number of","31","28","31","30","31","30","31","31","30","31","30","31"
"11558","Minimum","-11.1","-9.2","-3.2","-3.3","-1.4","4.5","5.5","6.9","2.4","-6.5","-6.5","-8.9"
"11559","Date","18","13","16","8","28","3","15","23","24","31","21","29"
"11560","Maximum","4.9","5.4","4.3","6.0","10.7","11.1","18.6","12.9","10.9","8.6","7.7","1.1"
"11561","Date","2","23","21","22","11","20","25","10","10","21","9","20"
"11562","Total","-","-","-","-","-","-","-","-","-","-","-","-"
"11563","Mean","-3.5","-0.2","0.3","1.5","5.3","7.0","9.8","9.4","7.3","3.3","1.1","-3.0"
"11564","Normal","-3.8","-3.7","-2.3","0.7","5.1","9.2","11.8","10.9","6.9","3.2","-0.6","-2.7"
"11565","Deviation","0.3","3.5","2.6","0.8","0.2","-2.2","-2.0","-1.5","0.4","0.1","1.7","-0.3"
"11566","%","-","-","-","-","-","-","-","-","-","-","-","-"
"11567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11568","Date","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"11569","1","-1.1","-4.7","-4.9","-1.4","-0.4","6.0","8.4","9.9","6.1","2.9","-2.6","-1.2"
"11570","2","-12.5","-13.9","-4.7","-1.3","1.8","5.1","9.1","10.8","6.7","4.6","-1.2","-2.4"
"11571","3","-7.4","-11.9","-2.6","-2.1","3.4","4.8","8.6","10.0","6.4","7.5","-1.6","-1.1"
"11572","4","-8.3","-6.3","5.0","-1.7","3.7","4.0","9.0","9.8","4.0","3.4","-2.5","-1.6"
"11573","5","-6.0","-1.3","6.4","-2.2","4.1","3.6","8.3","12.0","4.9","2.5","0.2","3.6"
"11574","6","-6.2","3.3","4.8","-0.3","3.8","5.2","9.8","12.2","7.6","3.5","1.3","3.7"
"11575","7","-9.8","2.8","0.4","-1.6","3.7","5.9","11.0","11.7","4.9","7.1","3.9","1.0"
"11576","8","-16.0","2.6","-0.8","-1.6","5.9","7.0","13.6","12.7","4.9","4.1","1.8","-2.2"
"11577","9","-10.7","2.7","0.1","2.0","6.8","8.3","9.3","14.0","3.4","1.0","3.3","-7.1"
"11578","10","-1.4","0.7","-1.5","3.9","5.9","10.7","9.6","13.3","5.0","0.5","1.6","-5.5"
"11579","11","-2.8","0.5","-3.4","1.0","5.7","13.5","10.2","11.6","6.1","-2.3","1.0","-6.4"
"11580","12","-7.9","0.0","-7.3","1.1","5.4","8.4","10.1","11.5","6.3","-2.2","0.1","-3.8"
"11581","13","-11.2","-0.2","-7.5","0.8","7.1","10.2","8.7","12.0","4.9","-2.7","-0.8","-1.9"
"11582","14","-14.8","0.7","-8.7","3.2","8.8","14.5","10.9","13.9","3.1","-0.1","2.0","-5.0"
"11583","15","-9.2","2.7","-4.5","4.2","5.7","16.2","16.2","13.1","3.1","3.5","0.0","-5.1"
"11584","16","-6.3","1.7","-1.7","4.1","7.8","9.7","20.0","14.6","5.9","3.7","1.6","-5.6"
"11585","17","-4.0","5.5","-5.8","4.1","8.3","8.6","19.4","9.7","7.9","2.5","4.2","-4.4"
"11586","18","-1.9","3.3","-3.8","1.1","10.7","13.5","12.6","8.8","6.9","5.7","3.8","-5.6"
"11587","19","-1.9","1.1","-1.4","1.9","12.6","15.0","14.3","8.2","5.5","3.5","0.0","-3.7"
"11588","20","-5.0","1.6","1.5","1.7","12.9","14.2","16.9","7.5","6.6","3.2","4.2","-7.7"
"11589","21","-1.0","-0.4","-1.4","3.5","14.0","9.5","12.2","11.2","9.4","1.8","-2.3","-2.0"
"11590","22","0.2","2.2","-2.6","3.7","13.7","7.5","11.6","14.0","9.0","3.3","0.2","1.8"
"11591","23","-8.7","3.7","-1.9","4.8","11.2","8.0","10.9","12.5","3.8","0.2","-6.2","0.2"
"11592","24","-5.2","3.9","0.3","-1.1","9.6","8.8","12.3","9.9","4.0","2.5","-5.8","-7.5"
"11593","25","-4.0","0.2","-1.9","-1.2","7.6","9.7","12.5","8.9","4.9","0.6","-11.1","-8.6"
"11594","26","-5.8","-0.4","0.0","-1.2","8.1","11.0","9.2","9.0","1.6","0.6","-9.4","-8.8"
"11595","27","-7.1","-6.6","-0.1","-1.7","8.6","11.1","9.0","10.7","2.5","-3.9","-8.1","-7.8"
"11596","28","-7.6","-6.2","1.9","-1.8","7.6","11.1","9.9","7.4","0.4","-2.1","-3.5","-10.8"
"11597","29","-8.0","-2.8","1.2","-0.4","6.0","9.7","8.1","9.2","2.7","0.4","1.4","-11.9"
"11598","30","-13.8","-","-2.2","-0.7","6.3","10.0","7.8","12.7","5.4","1.8","1.2","-4.9"
"11599","31","-11.0","-","-1.4","-","5.9","-","9.3","6.3","-","-0.8","-","-1.8"
"11600","Number of","31","29","31","30","31","30","31","31","30","31","30","31"
"11601","Minimum","-16.0","-13.9","-8.7","-2.2","-0.4","3.6","7.8","6.3","0.4","-3.9","-11.1","-11.9"
"11602","Date","8","2","14","5","1","5","30","31","28","27","25","29"
"11603","Maximum","0.2","5.5","6.4","4.8","14.0","16.2","20.0","14.6","9.4","7.5","4.2","3.7"
"11604","Date","22","17","5","23","21","15","16","16","21","3","17","6"
"11605","Total","-","-","-","-","-","-","-","-","-","-","-","-"
"11606","Mean","-7.0","-0.5","-1.6","0.7","7.2","9.4","11.3","10.9","5.1","1.8","-0.8","-4.0"
"11607","Normal","-3.8","-3.7","-2.3","0.7","5.1","9.2","11.8","10.9","6.9","3.2","-0.6","-2.7"
"11608","Deviation","-3.2","3.2","0.7","-0.0","2.1","0.2","-0.5","0.0","-1.8","-1.4","-0.2","-1.3"
"11609","%","-","-","-","-","-","-","-","-","-","-","-","-"
"11610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11611","Date","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"11612","1","-3.1","-7.5","-2.7","3.2","0.5","3.9","15.8","11.5","7.6","4.4","10.2","3.8"
"11613","2","0.0","-10.9","-5.9","-0.5","1.7","4.1","9.6","15.6","10.1","2.5","5.8","-0.2"
"11614","3","2.8","-10.8","-4.0","-4.6","5.5","5.6","9.0","17.3","11.0","1.7","7.6","3.8"
"11615","4","3.8","-10.0","-6.9","-6.9","5.8","8.0","10.8","18.3","8.6","0.4","3.5","5.5"
"11616","5","5.0","-4.9","-6.2","-6.8","4.0","11.2","15.1","15.4","10.8","1.1","3.7","4.5"
"11617","6","0.8","-3.2","-5.7","-7.1","1.1","10.1","16.6","18.7","8.8","1.0","3.3","0.0"
"11618","7","-1.1","-4.7","-4.1","-6.3","0.0","11.5","16.8","13.1","7.8","1.8","6.4","-6.1"
"11619","8","-2.0","-5.1","-5.5","-5.7","1.4","12.3","10.5","13.1","5.2","2.2","2.9","1.6"
"11620","9","-3.3","-5.2","-5.1","-5.2","1.6","8.5","9.2","13.4","5.1","0.4","1.1","3.5"
"11621","10","-1.5","-3.0","1.6","-2.5","1.3","5.9","8.5","14.9","4.2","3.2","1.7","0.9"
"11622","11","-8.0","-7.4","2.2","-0.8","2.3","6.2","9.1","13.7","3.6","3.7","0.2","-3.9"
"11623","12","-10.7","-3.4","3.6","2.2","2.9","8.2","7.5","11.8","5.3","1.5","2.7","-0.9"
"11624","13","-8.9","-0.8","2.3","3.7","4.3","11.6","7.6","9.9","5.9","-0.1","0.3","2.4"
"11625","14","-3.9","-1.3","0.8","1.9","6.3","8.8","6.7","10.9","7.6","-1.7","1.5","4.1"
"11626","15","0.4","-0.3","2.5","1.1","6.6","9.3","7.4","10.8","5.8","-0.4","1.3","3.4"
"11627","16","-3.8","-3.8","0.3","2.7","4.4","6.3","9.6","9.1","4.1","-1.2","0.9","2.1"
"11628","17","-0.2","-2.4","1.2","1.6","6.1","10.1","9.9","9.1","4.4","1.9","-1.2","-3.5"
"11629","18","-2.6","-2.1","1.7","0.3","5.1","7.6","13.8","10.9","2.8","5.7","-6.0","-2.9"
"11630","19","-9.0","-5.9","2.3","-0.3","4.7","7.7","16.3","9.2","2.8","2.5","-4.5","-2.8"
"11631","20","-4.5","-9.9","-2.1","-0.2","5.4","4.6","13.9","9.2","5.8","4.9","2.4","-4.9"
"11632","21","-3.4","-5.0","-2.1","-0.1","6.1","4.0","15.2","8.4","4.7","8.4","-4.2","-3.7"
"11633","22","-5.6","-4.4","-4.7","0.5","6.8","4.2","11.8","10.3","3.9","5.9","-8.6","-4.7"
"11634","23","-9.6","-4.0","-0.3","-4.5","3.9","3.3","11.9","11.3","3.6","4.9","-6.9","-9.4"
"11635","24","-13.0","-4.7","1.0","-3.4","2.8","4.9","13.5","11.2","6.3","6.8","-3.2","-2.9"
"11636","25","-12.6","-6.1","-4.1","-2.4","4.9","6.1","14.2","9.5","8.3","6.8","-3.4","-7.2"
"11637","26","-11.3","-1.9","-6.8","0.9","6.0","5.7","12.0","10.4","8.0","7.6","-3.3","-10.2"
"11638","27","-7.7","-2.5","-6.8","3.0","1.7","5.3","15.8","8.9","4.7","4.2","-0.6","-7.8"
"11639","28","-5.0","-1.5","-7.5","5.3","1.8","6.0","15.1","6.7","5.5","7.9","3.7","-8.2"
"11640","29","-4.2","-","-7.9","3.3","3.5","9.3","12.2","8.6","7.2","3.1","1.4","-4.3"
"11641","30","-3.5","-","-6.8","2.4","3.8","13.7","14.1","10.7","7.3","8.3","2.6","-5.5"
"11642","31","-4.5","-","0.1","-","4.0","-","10.9","8.4","-","7.8","-","-6.0"
"11643","Number of","31","28","31","30","31","30","31","31","30","31","30","31"
"11644","Minimum","-13.0","-10.9","-7.9","-7.1","0.0","3.3","6.7","6.7","2.8","-1.7","-8.6","-10.2"
"11645","Date","24","2","29","6","7","23","14","28","18","14","22","26"
"11646","Maximum","5.0","-0.3","3.6","5.3","6.8","13.7","16.8","18.7","11.0","8.4","10.2","5.5"
"11647","Date","5","15","12","28","22","30","7","6","3","21","1","4"
"11648","Total","-","-","-","-","-","-","-","-","-","-","-","-"
"11649","Mean","-4.2","-4.7","-2.4","-0.8","3.8","7.5","11.9","11.6","6.2","3.5","0.7","-1.9"
"11650","Normal","-3.8","-3.7","-2.3","0.7","5.1","9.2","11.8","10.9","6.9","3.2","-0.6","-2.7"
"11651","Deviation","-0.4","-1.0","-0.1","-1.5","-1.3","-1.7","0.1","0.7","-0.7","0.3","1.3","0.8"
"11652","%","-","-","-","-","-","-","-","-","-","-","-","-"
"11653",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11654","Date","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"11655","1","-10.7","-2.3","1.4","-3.3","-0.7","4.6","20.4","10.8","9.8","-0.1","2.8","-4.9"
"11656","2","-11.6","-4.7","2.0","-1.9","-2.7","7.6","19.8","10.2","9.7","1.4","4.8","-2.0"
"11657","3","-6.6","-5.5","-1.1","-0.2","-1.3","6.9","19.3","10.6","11.8","5.3","3.3","-2.4"
"11658","4","-3.6","-6.0","-0.1","-1.4","-0.9","5.1","15.1","13.0","12.6","2.9","2.7","-7.3"
"11659","5","-2.5","-8.3","1.3","0.6","-0.8","5.8","11.6","13.0","8.3","3.0","-0.2","1.2"
"11660","6","-7.2","-6.0","-2.0","1.4","0.9","6.6","12.0","11.4","7.7","1.3","3.0","1.7"
"11661","7","2.7","-4.5","-2.3","1.7","1.7","6.9","15.9","12.1","6.9","-1.3","5.6","1.8"
"11662","8","2.3","-3.3","0.8","2.2","1.3","8.6","11.0","12.6","7.2","-0.8","8.0","0.6"
"11663","9","0.7","-2.7","-0.9","2.8","1.7","11.6","9.3","11.6","7.7","0.1","4.7","0.5"
"11664","10","1.1","-5.2","-0.6","-0.9","3.1","12.3","10.1","10.4","7.9","0.9","2.4","-5.7"
"11665","11","-2.7","-9.0","-2.0","0.6","4.8","12.0","10.2","8.9","8.2","5.6","-1.2","-2.0"
"11666","12","-4.9","-7.1","-1.5","0.2","4.8","9.9","10.3","7.1","5.9","7.7","4.6","-5.5"
"11667","13","-3.9","-13.3","-7.0","1.7","5.8","6.9","8.9","6.1","1.7","6.8","6.7","-10.1"
"11668","14","-2.7","-6.2","-14.3","1.6","6.4","10.3","11.1","7.8","2.4","4.1","2.7","-14.5"
"11669","15","-0.4","-3.8","-11.5","-0.2","7.5","7.4","8.7","10.2","5.3","0.6","-1.1","-8.2"
"11670","16","-0.8","-11.2","-8.3","0.6","7.4","5.2","9.7","13.0","7.7","0.5","-1.8","-5.7"
"11671","17","-4.0","-11.4","-5.9","1.3","9.1","6.3","10.9","13.7","6.8","3.7","-2.7","-6.0"
"11672","18","-4.0","-6.9","-9.9","-1.4","8.2","6.7","7.7","11.7","6.0","5.0","-1.8","-7.3"
"11673","19","-11.4","-5.7","-5.6","1.3","7.8","8.5","10.8","11.0","3.9","-0.5","-3.7","-8.3"
"11674","20","-7.0","-7.2","-3.7","1.5","5.1","9.0","16.2","11.2","2.0","1.7","-3.7","-5.2"
"11675","21","-6.9","-9.9","-9.1","2.4","4.8","13.2","13.7","13.2","2.7","-0.6","-4.8","-0.4"
"11676","22","-8.3","-6.1","-6.7","2.5","6.7","12.1","15.3","14.1","2.5","0.4","-4.5","-2.6"
"11677","23","-11.4","-2.4","-8.4","-1.1","13.5","17.9","11.6","13.0","2.2","-2.1","-1.3","-7.9"
"11678","24","-12.5","-3.3","-6.8","-1.8","14.6","19.4","12.8","9.8","1.9","-4.5","-1.5","-7.0"
"11679","25","-7.9","-4.3","-4.6","-1.1","7.4","17.2","16.5","11.3","3.2","1.2","-1.2","-3.5"
"11680","26","-11.3","-2.3","-2.6","0.8","5.3","18.9","12.9","10.8","1.8","0.9","-4.1","-8.5"
"11681","27","-9.2","-2.4","-1.2","1.5","4.4","16.9","12.3","10.8","3.0","3.5","-10.2","-10.9"
"11682","28","-7.2","-0.2","-1.6","1.3","4.9","18.0","14.0","13.0","0.7","-1.7","-8.9","-13.0"
"11683","29","-3.9","-","-3.0","1.8","5.9","19.5","13.8","11.5","-0.6","0.0","-4.3","-16.8"
"11684","30","-7.6","-","-0.9","0.5","5.7","19.9","13.9","13.3","-0.2","-1.2","-3.5","-10.4"
"11685","31","-4.2","-","-0.7","-","5.6","-","13.2","9.8","-","-1.3","-","-5.4"
"11686","Number of","31","28","31","30","31","30","31","31","30","31","30","31"
"11687","Minimum","-12.5","-13.3","-14.3","-3.3","-2.7","4.6","7.7","6.1","-0.6","-4.5","-10.2","-16.8"
"11688","Date","24","13","14","1","2","1","18","13","29","24","27","29"
"11689","Maximum","2.7","-0.2","2.0","2.8","14.6","19.9","20.4","14.1","12.6","7.7","8.0","1.8"
"11690","Date","7","28","2","9","24","30","1","22","4","12","8","7"
"11691","Total","-","-","-","-","-","-","-","-","-","-","-","-"
"11692","Mean","-5.4","-5.8","-3.8","0.5","4.8","11.0","12.9","11.2","5.2","1.4","-0.3","-5.7"
"11693","Normal","-3.8","-3.7","-2.3","0.7","5.1","9.2","11.8","10.9","6.9","3.2","-0.6","-2.7"
"11694","Deviation","-1.6","-2.1","-1.5","-0.2","-0.3","1.8","1.1","0.3","-1.7","-1.8","0.3","-3.0"
"11695","%","-","-","-","-","-","-","-","-","-","-","-","-"
"11696",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11697","Date","Jan","Feb","Mar","Apr","May","Jun","Jul","Aug","Sep","Oct","Nov","Dec"
"11698","1","-4.0","-4.6","-1.4","2.9","5.0","9.4","12.8","8.5","6.3","2.2","-3.9","-1.3"
"11699","2","-4.5","-6.5","0.6","1.5","4.6","6.5","10.9","8.3","5.1","4.7","-1.5","-1.9"
"11700","3","-9.3","-7.7","1.6","-0.6","4.6","6.5","12.5","7.2","6.0","4.7","-0.7","3.0"
"11701","4","-7.5","-7.0","0.7","0.7","6.0","5.7","9.6","7.4","7.4","2.6","1.9","2.3"
"11702","5","-10.8","-10.0","-0.9","1.1","4.6","6.0","9.8","8.8","7.7","4.0","1.9","0.4"
"11703","6","-6.3","-10.7","-0.5","0.2","5.1","7.3","10.9","9.1","9.9","4.3","3.0","-1.6"
"11704","7","-6.8","-10.5","1.9","1.7","4.8","7.5","16.5","10.2","11.6","3.7","-0.4","-5.7"
"11705","8","-6.1","-9.3","0.7","-1.7","4.7","5.7","18.3","13.7","10.4","4.0","-3.7","-3.3"
"11706","9","-3.7","-8.7","1.7","-2.8","4.2","5.4","21.0","15.5","9.1","3.7","0.2","-3.8"
"11707","10","-9.0","-9.5","2.0","-3.6","3.0","5.4","20.9","15.9","9.7","2.5","0.1","-5.2"
"11708","11","-8.3","-9.6","-0.4","-3.6","2.2","5.5","14.1","13.2","7.2","1.8","-3.5","-4.6"
